case_id,trip_duration_days,miles_traveled,total_receipts_amount,predicted_output
1296,7,462.0,2231.6,1627.3435624999702
1297,6,526.0,2406.96,1625.7144624999787
1298,3,276.0,2031.19,1381.2827275000561
1299,8,20.0,1483.23,1488.9950775000073
1300,13,627.0,1426.65,1910.94112500001
1301,1,670.0,1988.67,1385.151282500032
1302,10,383.0,2082.33,1586.3707149999984
1303,3,296.0,2166.12,1436.0342650000725
1304,12,163.0,2100.56,1661.780767499987
1305,13,771.0,2481.54,1851.0299700000246
1306,12,1006.0,2480.21,1804.1635474999912
1307,13,1011.0,844.18,1840.0870250000294
1308,2,130.0,1977.52,1278.9106625000416
1309,3,129.0,1010.9,1111.1058124999906
1310,14,356.0,83.15,1024.974087500033
1311,8,52.0,1260.64,1450.115132499989
1312,6,255.0,1967.03,1557.053772500002
1313,13,269.0,213.95,950.2001249999996
1314,13,535.0,2048.26,1929.4273274999553
1315,9,918.0,708.33,1558.8160375000089
1316,4,733.0,375.04,825.4298200000098
1317,7,470.0,1247.13,1496.8894924999886
1318,8,923.0,1106.17,1970.0115099999887
1319,6,32.0,2298.24,1472.3306624999911
1320,11,704.0,339.88,1135.4349375000334
1321,8,795.0,82.82,1061.2243925000146
1322,6,48.0,2272.74,1469.3651299999872
1323,11,960.0,130.71,1222.226874999991
1324,9,336.0,51.53,793.444462500023
1325,2,439.0,1975.43,1363.988649999991
1326,1,1179.0,677.79,875.0668874999774
1327,9,310.0,1042.56,1409.482907499968
1328,1,507.0,1860.17,1196.072150000003
1329,2,93.0,2129.84,1264.7064650000177
1330,4,857.0,2032.03,1640.7580375000487
1331,12,329.0,489.6,931.606217499988
1332,10,787.0,605.54,1294.307090000022
1333,12,753.0,441.53,1186.9901700000246
1334,2,1025.0,817.17,1124.7826525000273
1335,7,51.0,2013.84,1495.1139350000094
1336,8,779.0,2125.77,1653.7382950000188
1337,5,537.0,196.09,754.7577199999903
1338,5,895.0,1337.73,1695.103310000016
1339,2,21.0,1580.31,1208.2849075000254
1340,2,451.0,441.24,517.4648750000102
1341,4,370.0,1197.7,1331.9401574999645
1342,2,926.0,682.45,969.1678325000131
1343,2,605.0,1778.58,1434.0540700000033
1344,4,661.0,717.98,1045.1653299999946
1345,12,114.0,2496.43,1642.532035000024
1346,10,989.0,401.78,1234.814362500001
1347,13,234.0,891.34,1432.0164700000123
1348,4,270.0,1138.77,1194.061652499982
1349,5,958.0,2142.52,1725.05119999997
1350,12,578.0,218.37,1102.6312300000018
1351,7,307.0,1920.85,1605.5237149999748
1352,1,182.0,2201.62,1180.159262500036
1353,4,787.0,1789.88,1618.128647500019
1354,14,1077.0,2277.9,1909.5164275000386
1355,10,1107.0,1335.84,2081.717467500017
1356,7,646.0,1312.27,1662.0062175000473
1357,13,628.0,260.39,1294.2205199999837
1358,2,662.0,272.79,643.8156074999828
1359,13,115.0,1660.5,1742.940089999927
1360,6,793.0,900.51,1516.0372175000014
1361,8,103.0,2000.07,1512.9620625000482
1362,2,710.0,1154.72,1393.9620425000319
1363,9,488.0,2275.11,1595.8233449999843
1364,8,928.0,1294.01,1926.3572849999703
1365,3,920.0,1825.2,1540.9244950000004
1366,7,19.0,1682.59,1484.5574100000124
1367,5,168.0,2394.89,1499.5668174999682
1368,6,457.0,698.73,1071.2896099999648
1369,10,1122.0,1526.39,2015.3602500000036
1370,14,459.0,2396.34,1793.2457975000011
1371,10,1186.0,2275.97,1896.8676275000216
1372,4,1062.0,731.35,1130.1957950000112
1373,12,364.0,883.19,1387.442237499995
1374,13,634.0,836.91,1578.3150000000157
1375,11,58.0,1441.81,1626.7191525000185
1376,3,559.0,2262.05,1458.632862499975
1377,2,555.0,631.38,728.5042724999946
1378,7,979.0,2299.81,1803.932235000009
1379,5,109.0,1855.21,1414.2880774999778
1380,14,103.0,1495.45,1739.1618324999433
1381,1,763.0,1869.21,1347.6952174999633
1382,14,75.0,302.17,816.008354999992
1383,14,26.0,1762.67,1673.6100675000066
1384,7,747.0,1416.67,1785.2432224999984
1385,1,700.0,1774.48,1315.0691374999913
1386,14,539.0,1580.25,1922.0782949999887
1387,9,34.0,1728.98,1535.9965150000353
1388,8,354.0,2465.96,1602.321094999961
1389,9,200.0,107.34,740.6172125000182
1390,2,685.0,1716.58,1489.9642649999823
1391,12,1159.0,1415.93,2123.3463749999814
1392,13,289.0,908.33,1441.9517324999943
1393,12,607.0,957.66,1590.2505424999822
1394,10,1151.0,1948.86,1909.8202100000137
1395,5,885.0,1226.68,1670.2675525000063
1396,3,958.0,1160.25,1473.0458525000179
1397,14,326.0,1927.37,1840.8185624999312
1398,3,921.0,1199.16,1494.1221400000695
1399,3,848.0,2007.92,1531.9194425000294
1400,9,122.0,1236.33,1512.6701224999624
1401,2,1182.0,1586.03,1534.0658549999514
1402,12,418.0,1040.68,1560.9543575000039
1403,11,1174.0,1029.91,2078.0567874999797
1404,9,493.0,209.28,897.6433500000091
1405,4,648.0,212.45,768.268830000001
1406,11,987.0,874.72,1853.6904699999973
1407,6,38.0,2065.07,1480.4362450000085
1408,11,907.0,439.28,1257.8814499999978
1409,4,79.0,138.46,473.11521499999617
1410,1,907.0,1381.15,1378.3481275000004
1411,10,175.0,399.05,817.0183825000103
1412,5,557.0,561.83,948.2247899999909
1413,14,313.0,1576.35,1816.4883124999496
1414,2,982.0,668.62,957.6407350000139
1415,3,961.0,2337.89,1528.1021675000138
1416,5,862.0,2197.62,1735.6934274999737
1417,8,896.0,2494.5,1756.2725124999613
1418,9,226.0,1018.54,1379.0690949999894
1419,12,667.0,1746.16,1856.4495475000226
1420,14,570.0,633.94,1422.8936949999927
1421,11,628.0,244.77,1126.7265150000105
1422,8,480.0,1178.35,1317.8957074999985
1423,13,848.0,1007.82,1832.6342575000012
1424,6,139.0,1853.11,1517.2954174999961
1425,12,84.0,1947.11,1639.2047050000012
1426,10,322.0,1954.49,1609.0365625000272
1427,12,1202.0,47.09,1342.1628624999482
1428,1,175.0,988.5,969.1471349999609
1429,8,639.0,1078.71,1560.8644849999707
1430,3,957.0,1583.91,1507.1734374999814
1431,2,977.0,949.8,1259.2778425000133
1432,8,52.0,1503.66,1492.6324675000094
1433,12,252.0,2019.55,1666.0993625000335
1434,5,397.0,2364.04,1606.7981799999777
1435,2,43.0,2170.63,1209.695120000026
1436,11,405.0,1311.09,1673.9009300000018
1437,4,464.0,1411.68,1460.1346499999504
1438,7,343.0,2011.58,1643.7828924999408
1439,12,487.0,1505.94,1753.8873425000247
1440,4,193.0,1004.75,1123.4471274999935
1441,13,576.0,1807.79,1933.2071249999897
1442,3,845.0,1212.19,1489.8412175000697
1443,11,903.0,2039.87,1811.9125500000064
1444,6,869.0,110.72,1033.3877274999936
1445,8,1031.0,1289.16,2015.458659999964
1446,6,748.0,1057.75,1611.5657549999892
1447,13,1197.0,2139.22,1952.5035750000327
1448,1,1150.0,1081.28,1270.3724049999578
1449,9,818.0,289.89,1099.2406400000218
1450,13,655.0,1479.98,1912.604565000012
1451,13,238.0,1507.89,1767.0045050000047
1452,6,98.0,2004.13,1493.7356925000056
1453,3,205.0,898.92,1017.766352499993
1454,2,1196.0,1017.47,1364.3125474999795
1455,9,1120.0,2050.66,1813.878615000059
1456,4,488.0,2430.04,1490.504264999991
1457,9,532.0,2476.61,1605.2422249999825
1458,3,493.0,1421.2,1371.2585274999558
1459,2,304.0,302.32,457.93493249999824
1460,7,536.0,2253.63,1609.251229999972
1461,8,183.0,804.61,1054.0530375000028
1462,4,57.0,1647.63,1213.0895674999927
1463,7,1125.0,463.35,1255.2576050000023
1464,13,1121.0,1182.53,2181.546522500021
1465,2,208.0,1816.26,1289.5858725000642
1466,1,839.0,1747.73,1392.6448850000088
1467,12,94.0,1716.53,1662.0395049999902
1468,13,244.0,561.64,1032.2041799999733
1469,2,894.0,287.48,681.5071500000016
1470,12,453.0,840.07,1344.1253674999848
1471,6,269.0,1184.94,1479.935497499971
1472,1,953.0,1516.77,1401.2982900000331
1473,9,122.0,2085.35,1557.1462250000393
1474,10,470.0,539.81,999.7172499999908
1475,1,951.0,841.82,1057.7569749999648
1476,8,200.0,1406.73,1450.962932500009
1477,4,1021.0,985.65,1439.3019924999865
1478,3,1115.0,2031.4,1476.8759375000152
1479,1,1183.0,2400.74,1369.1920149999874
1480,11,1088.0,2089.02,1917.3918450000372
1481,7,708.0,915.33,1522.0260749999884
1482,1,439.0,1543.0,1201.1531375000066
1483,4,968.0,478.19,911.2431649999695
1484,3,1049.0,1348.38,1509.3626899999667
1485,12,394.0,1642.37,1736.3705375000636
1486,10,479.0,1204.02,1576.7759674999995
1487,1,957.0,2001.22,1420.2352800000247
1488,2,904.0,2055.61,1507.974332500008
1489,4,654.0,78.49,714.6798174999923
1490,14,982.0,554.99,1499.9662375000423
1491,14,254.0,136.32,959.4853424999955
1492,1,938.0,591.86,745.062552499995
1493,1,584.0,1935.55,1295.920594999993
1494,14,1135.0,594.91,1582.0458500000427
1495,10,282.0,2455.51,1600.3382875000339
1496,8,963.0,1811.22,1855.8931400000697
1497,8,987.0,487.93,1259.8710549999905
1498,12,255.0,1349.04,1698.2464450000368
1499,8,600.0,9.34,896.0434700000009
1500,11,11.0,1449.22,1586.106505000056
1501,14,335.0,1940.42,1841.3224349999293
1502,1,314.0,1228.63,1112.0397849999574
1503,14,709.0,1336.33,1906.1796300000183
1504,10,964.0,416.03,1235.462307499997
1505,10,855.0,1111.35,1855.2931174999783
1506,5,288.0,267.07,711.5043775000131
1507,5,143.0,385.25,599.4800775000153
1508,3,907.0,1435.63,1509.823782500023
1509,10,644.0,408.5,1130.0015875000277
1510,12,728.0,2430.88,1806.7971524999587
1511,7,220.0,914.34,1265.7820000000022
1512,12,1047.0,2372.76,1828.9604224999696
1513,6,577.0,1406.16,1590.0470049999747
1514,5,232.0,1362.3,1452.504922500014
1515,8,657.0,2033.04,1666.8735450000197
1516,1,205.0,2271.51,1187.239562500036
1517,10,375.0,419.63,871.8034100000057
1518,12,847.0,2418.87,1804.8751574999897
1519,14,195.0,1161.66,1715.0314724999844
1520,8,45.0,207.78,612.2733175000101
1521,1,307.0,1916.15,1192.2806875000006
1522,6,389.0,244.11,820.9102175000221
1523,1,951.0,878.61,1130.836229999979
1524,6,450.0,494.88,893.2736899999846
1525,2,670.0,1659.62,1478.742640000007
1526,14,77.0,956.42,1485.738637500002
1527,6,135.0,2059.96,1537.0640725000012
1528,7,991.0,1019.58,2021.1510550000053
1529,4,241.0,536.45,648.5170300000116
1530,5,171.0,721.03,759.0525175000056
1531,2,281.0,604.26,594.4883725000003
1532,13,761.0,525.21,1392.0642125000313
1533,8,853.0,178.69,1084.3011099999844
1534,9,143.0,2409.24,1571.500312500042
1535,12,410.0,346.61,975.7441725000276
1536,13,1194.0,1658.45,2157.9485099999524
1537,10,224.0,2252.51,1606.8854850000448
1538,1,334.0,29.88,332.32263499999635
1539,2,1010.0,2136.19,1524.2931250000552
1540,3,49.0,1490.26,1217.6064775000013
1541,8,93.0,326.83,641.3454975000195
1542,10,885.0,345.37,1197.3713975000146
1543,8,15.0,1927.26,1480.1439350000335
1544,10,356.0,464.56,860.9584600000081
1545,10,785.0,1660.56,1810.7859125000157
1546,14,255.0,2499.49,1785.4626700000365
1547,12,1058.0,791.78,1683.660947500013
1548,4,381.0,681.79,852.7187474999793
1549,2,353.0,208.51,470.2165675000026
1550,9,57.0,1218.18,1465.4320049999924
1551,14,168.0,576.18,1077.7144449999937
1552,8,1118.0,668.88,1475.8200424999611
1553,9,235.0,1229.26,1531.7471899999784
1554,1,93.0,2433.19,1169.989855000038
1555,4,1172.0,2415.18,1649.101650000005
1556,3,167.0,99.39,467.10106749999323
1557,4,350.0,84.6,621.4452050000033
1558,5,1072.0,2278.13,1682.5184375000317
1559,9,669.0,1220.32,1684.7453050000274
1560,5,574.0,33.78,749.5094475000063
1561,2,26.0,960.9,1015.4429124999684
1562,2,751.0,902.76,1171.7746400000322
1563,8,38.0,1618.13,1496.897445000015
1564,9,399.0,1059.51,1461.1471249999959
1565,2,537.0,1884.35,1381.6503450000112
1566,10,763.0,1923.7,1782.374662500032
1567,1,573.0,182.24,460.6233574999966
1568,2,267.0,2462.62,1320.9897800000356
1569,7,437.0,242.43,844.6785100000211
1570,7,468.0,1178.59,1486.836037499986
1571,12,229.0,1191.87,1649.2185025000485
1572,12,476.0,1589.08,1759.5609000000381
1573,11,247.0,1329.13,1660.7240150000312
1574,3,1120.0,2437.33,1509.4815150000013
1575,11,742.0,1569.42,1885.7257974999861
1576,3,397.0,2003.96,1409.3803325000313
1577,13,670.0,1553.47,1910.3831075000255
1578,1,425.0,2292.36,1223.840472500005
1579,11,135.0,2220.48,1617.7566325000064
1580,14,20.0,241.91,788.6627800000128
1581,7,581.0,990.82,1472.158297499971
1582,14,812.0,450.11,1324.5805900000169
1583,9,56.0,567.31,806.8526425000065
1584,7,277.0,2478.07,1558.9983225000024
1585,7,402.0,2432.25,1657.328530000021
1586,5,522.0,1530.52,1554.9877224999627
1587,5,1081.0,1311.05,1698.1972399999663
1588,12,1027.0,548.01,1457.3519100000194
1589,12,275.0,2354.38,1645.7178200000258
1590,4,288.0,2038.13,1469.7995600000063
1591,13,586.0,115.09,1136.5607549999922
1592,3,527.0,1182.56,1358.9101949999676
1593,5,881.0,646.59,1220.6222074999866
1594,13,150.0,289.93,859.5570950000119
1595,5,860.0,1866.25,1743.3451524999873
1596,4,725.0,2087.26,1626.5906125000058
1597,7,436.0,1116.61,1493.637504999956
1598,14,530.0,655.51,1409.6555049999893
1599,14,1054.0,1816.81,2051.942922499976
1600,6,1166.0,2343.86,1835.6051800000105
1601,11,722.0,2474.54,1800.133254999988
1602,3,201.0,261.52,446.90429249999397
1603,10,957.0,132.57,1191.7363174999916
1604,6,714.0,681.67,1240.942117499995
1605,14,1012.0,1824.19,2020.5349224999777
1606,7,314.0,1341.75,1530.9285874999714
1607,6,1010.0,173.28,1072.831244999989
1608,2,943.0,1876.23,1508.5495975000383
1609,2,900.0,698.52,974.9987375000078
1610,11,831.0,1551.61,1894.4024949999782
1611,12,446.0,2318.21,1689.939684999974
1612,11,1149.0,1098.46,2121.1532525000243
1613,4,959.0,1978.22,1630.3321050000059
1614,13,756.0,650.74,1485.8370325000358
1615,12,94.0,572.92,934.9571774999844
1616,14,1109.0,2097.26,1966.7188150000336
1617,7,689.0,1833.03,1703.1150300001082
1618,5,27.0,321.49,552.2225825000037
1619,4,620.0,977.92,1333.4047074999507
1620,9,401.0,437.98,899.3879299999998
1621,2,359.0,1980.32,1346.3973000000105
1622,4,1150.0,1137.87,1522.3123225000159
1623,6,48.0,2217.52,1479.8948049999947
1624,6,448.0,1102.5,1487.6338374999686
1625,9,613.0,1374.8,1662.0240675000352
1626,11,155.0,1045.41,1459.3756799999596
1627,11,892.0,1170.9,1786.4528224999606
1628,1,1187.0,1878.45,1184.1940550000036
1629,2,93.0,1205.92,1150.9207474999985
1630,3,769.0,1168.99,1467.2618850000345
1631,10,526.0,1171.27,1585.9143100000333
1632,3,846.0,481.33,793.2017774999699
1633,12,160.0,987.85,1479.9330899999995
1634,3,966.0,2347.12,1527.79095750001
1635,11,129.0,696.05,1059.1850750000037
1636,2,695.0,189.18,639.7011149999959
1637,5,482.0,442.34,887.4053249999935
1638,7,235.0,1036.95,1366.3066249999752
1639,3,1106.0,761.82,1105.6194525000226
1640,10,468.0,1190.58,1586.3591450000015
1641,10,607.0,350.54,1106.9906825000253
1642,7,755.0,2335.81,1771.597962499976
1643,12,182.0,1541.63,1673.9612625000136
1644,1,505.0,695.44,684.66891499998
1645,8,342.0,2207.93,1556.5997074999195
1646,2,692.0,1665.46,1477.7625449999937
1647,11,545.0,857.08,1453.135442499991
1648,5,780.0,783.5,1258.0343350000064
1649,2,535.0,1276.57,1324.1884674999774
1650,6,764.0,1981.09,1768.0109549999759
1651,3,737.0,1747.96,1517.0583725000026
1652,12,737.0,1648.85,1864.7679075000465
1653,13,1101.0,1665.9,2138.9478274999724
1654,13,521.0,1956.1,1920.9259799999513
1655,6,920.0,908.17,1585.6260249999862
1656,4,97.0,1733.84,1392.8241474999497
1657,14,165.0,604.66,1105.806139999996
1658,8,40.0,2497.08,1496.524829999989
1659,6,25.0,1873.73,1447.1050750000045
1660,6,631.0,1804.44,1701.97099750005
1661,5,856.0,1881.85,1735.5789774999848
1662,1,1125.0,251.52,605.1347349999947
1663,6,944.0,1419.27,1805.3205099999789
1664,10,884.0,1375.26,1878.7281324999587
1665,13,929.0,895.25,1877.9380500000507
1666,7,615.0,1725.6,1724.0944050000649
1667,2,258.0,1851.67,1307.3785600000544
1668,1,778.0,1401.91,1383.1004424999671
1669,6,909.0,483.15,1163.3469099999943
1670,2,398.0,1146.6,1251.4485224999864
1671,12,415.0,1735.36,1728.910102500067
1672,5,267.0,467.5,711.655897500028
1673,3,38.0,134.2,424.0916749999965
1674,4,981.0,512.32,938.3090174999697
1675,5,191.0,281.27,574.9933900000054
1676,12,1006.0,27.76,1302.672112499987
1677,9,672.0,280.93,1081.6353950000375
1678,8,433.0,494.58,913.5534899999957
1679,2,1053.0,247.51,703.036509999998
1680,12,252.0,72.79,816.7557025000087
1681,9,1014.0,726.81,1602.7841350000047
1682,2,1143.0,1090.56,1413.1184699999665
1683,9,27.0,124.64,611.2674250000011
1684,14,440.0,492.03,1179.8350550000075
1685,7,996.0,917.37,1851.354005000014
1686,9,400.0,348.29,913.5593200000304
1687,14,153.0,1648.37,1747.3296199999452
1688,14,325.0,1917.94,1838.9503574999335
1689,6,991.0,762.36,1484.3401350000067
1690,7,601.0,2084.07,1655.5345300000035
1691,4,66.0,193.47,485.2085574999909
1692,4,281.0,2237.36,1469.9639925000267
1693,8,1184.0,559.23,1475.2997799999487
1694,3,806.0,603.44,969.5067875000351
1695,5,933.0,684.4,1288.6914374999942
1696,5,64.0,1925.94,1318.0558575000011
1697,2,10.0,2468.9,1188.3714200000552
1698,13,633.0,1913.2,1949.1680324999818
1699,1,1174.0,2014.99,1297.3738449999985
1700,5,273.0,2051.57,1523.1445725000267
1701,6,258.0,388.32,737.4443224999808
1702,14,1010.0,1197.93,2116.472752500091
1703,2,76.0,1863.02,1229.2936075000187
1704,11,980.0,1304.45,1941.3349424999344
1705,14,456.0,55.16,1082.3692975000283
1706,4,196.0,1594.87,1412.3717725000276
1707,8,669.0,704.06,1309.8156074999922
1708,12,413.0,1099.97,1597.2605174999815
1709,4,505.0,305.45,724.07618
1710,8,38.0,1163.2,1389.0331524999633
1711,2,388.0,357.87,456.4930000000031
1712,1,1026.0,1731.84,1358.8478100000461
1713,5,1046.0,1420.76,1704.28363749998
1714,12,955.0,2030.96,1873.8230574999989
1715,2,402.0,532.3,481.1354125000171
1716,8,875.0,2382.09,1746.3998049999634
1717,1,763.0,579.11,687.2983075000046
1718,12,297.0,607.34,1034.515709999996
1719,10,380.0,623.88,997.6382775000042
1720,9,1040.0,202.57,1193.5088249999844
1721,12,364.0,2358.68,1690.7983449999847
1722,1,685.0,2423.88,1406.2888500000015
1723,4,465.0,2200.53,1523.3792999999737
1724,8,496.0,2492.47,1569.9827324999562
1725,8,378.0,540.54,902.7662725000072
1726,10,9.0,75.85,639.7614699999917
1727,6,760.0,598.96,1204.0572300000047
1728,14,539.0,1339.42,1922.1429349999732
1729,13,320.0,1637.62,1801.2263449999775
1730,11,760.0,222.95,1123.014775000004
1731,7,1185.0,1309.04,2020.5469875000044
1732,14,790.0,2301.5,1858.1741950000542
1733,11,258.0,1856.19,1637.0597575000515
1734,5,342.0,753.55,974.7712849999868
1735,6,193.0,1987.01,1553.1954624999812
1736,3,1136.0,2213.6,1470.6965299999665
1737,7,193.0,539.76,784.2341925000075
1738,6,495.0,1597.88,1546.0263700000082
1739,9,495.0,735.61,1162.8932174999939
1740,7,745.0,1028.31,1654.3725774999837
1741,14,1035.0,144.92,1294.6957874999773
1742,9,775.0,747.08,1487.1792774999926
1743,12,27.0,1678.69,1621.6256025000469
1744,13,991.0,566.14,1504.767062500037
1745,9,1064.0,556.11,1384.973527499988
1746,10,620.0,2182.45,1667.0861499999785
1747,14,26.0,2032.26,1670.3473100000133
1748,11,250.0,2303.63,1619.7281950000356
1749,4,337.0,1551.02,1470.7203949999905
1750,2,115.0,1426.07,1230.2628075000148
1751,5,372.0,1950.43,1555.9212224999408
1752,11,884.0,2184.96,1786.7584599999834
1753,1,97.0,1248.7,1122.1297325000037
1754,11,391.0,1690.8,1685.10845250004
1755,7,232.0,848.84,1169.2610025000063
1756,12,240.0,319.22,879.3539050000248
1757,14,50.0,1216.45,1642.7685275000015
1758,13,345.0,1002.51,1545.3570574999735
1759,13,597.0,1538.32,1911.5070475000168
1760,14,42.0,540.45,966.8746999999806
1761,13,556.0,220.52,1150.8101724999826
1762,13,435.0,552.1,1218.313225000022
1763,9,773.0,382.58,1119.5889675000226
1764,7,939.0,2321.24,1795.0226575000008
1765,12,321.0,790.83,1193.5750149999926
1766,14,883.0,1991.8,1953.4241624999156
1767,4,269.0,254.42,595.5723375000028
1768,2,376.0,2468.65,1347.0417350000082
1769,4,1068.0,998.25,1453.2479124999932
1770,12,876.0,488.6,1303.107812500008
1771,8,929.0,687.79,1497.896159999996
1772,6,810.0,1597.46,1746.326924999948
1773,14,863.0,1036.23,1896.396660000008
1774,5,345.0,2089.38,1560.271162499981
1775,2,51.0,1965.74,1195.4650025000246
1776,1,527.0,2167.9,1266.9641199999967
1777,5,1203.0,1618.95,1710.4623574999725
1778,7,1043.0,1087.28,2083.420747499967
1779,2,114.0,585.19,542.7355799999978
1780,7,1086.0,1548.12,1953.28880500009
1781,8,350.0,101.95,781.7234800000119
1782,4,102.0,882.32,1046.5742124999733
1783,13,145.0,1949.63,1734.4327124999227
1784,12,420.0,287.26,1017.3639500000289
1785,3,595.0,2212.22,1470.265920000002
1786,1,1064.0,124.37,587.1751649999966
1787,7,1007.0,2153.18,1846.8010925000096
1788,3,919.0,2393.78,1530.6583975000185
1789,13,723.0,1900.1,1943.6486125000251
1790,14,737.0,1580.84,1914.8042775000265
1791,9,457.0,847.77,1307.0018374999886
1792,7,463.0,1793.96,1627.5092400000167
1793,3,811.0,2340.91,1527.5928150000223
1794,14,759.0,1652.93,1920.461680000017
1795,4,984.0,2065.77,1664.2417524999946
1796,6,5.0,2166.25,1458.083317500031
1797,6,489.0,410.91,914.4428349999953
1798,10,384.0,163.08,856.9389450000066
1799,5,559.0,1368.42,1592.1897749999464
1800,2,815.0,587.78,818.7195549999858
1801,11,456.0,1610.88,1700.5238999999972
1802,13,521.0,791.92,1390.642379999991
1803,2,397.0,2236.31,1356.7173025000025
1804,14,1052.0,1173.38,2204.2709100001007
1805,11,171.0,2091.98,1603.8654650000267
1806,9,474.0,1703.77,1623.1870749999935
1807,8,373.0,1794.87,1627.2762149999814
1808,7,972.0,222.91,1130.7964674999891
1809,13,426.0,2364.09,1778.698769999986
1810,6,690.0,2226.09,1721.687399999994
1811,14,566.0,2164.53,1937.430429999948
1812,6,123.0,250.62,594.8245650000171
1813,12,448.0,241.75,1041.5933050000187
1814,5,84.0,850.76,1064.8057049999682
1815,8,676.0,946.0,1494.5788099999659
1816,6,1012.0,2127.0,1795.4359325000064
1817,9,756.0,1860.43,1695.0011425000037
1818,8,192.0,2278.86,1522.3475824999832
1819,14,693.0,1162.36,1811.496097499938
1820,11,167.0,1650.67,1634.707525000034
1821,4,386.0,1653.51,1498.4177124999778
1822,6,372.0,1700.9,1633.734487499994
1823,6,669.0,1709.68,1745.3064350000318
1824,3,949.0,2352.16,1528.2276750000108
1825,13,950.0,944.6,1954.1366975000528
1826,12,406.0,206.15,938.1394650000149
1827,5,375.0,1068.58,1340.9164224999688
1828,2,406.0,861.17,1013.0590950000003
1829,9,724.0,1777.16,1677.2892225000573
1830,12,166.0,1298.49,1693.123509999987
1831,5,839.0,1582.38,1735.752142500061
1832,2,784.0,336.59,653.7336999999981
1833,6,600.0,863.0,1342.4490124999913
1834,11,87.0,483.93,818.2048500000177
1835,2,129.0,1411.96,1232.2091925000223
1836,3,42.0,1483.93,1220.2733350000021
1837,1,1132.0,966.51,1184.383989999962
1838,3,339.0,90.94,548.0368575000047
1839,2,692.0,1370.0,1437.9394549999972
1840,2,879.0,1122.19,1404.9122875000278
1841,6,395.0,2242.9,1649.9775799999504
1842,1,142.0,1686.33,1177.7406500000275
1843,1,547.0,718.83,721.0800724999783
1844,1,5.0,2465.44,1138.3970825000522
1845,10,489.0,2089.81,1595.573932500026
1846,1,1125.0,62.49,608.4528524999924
1847,3,340.0,622.45,708.4952050000023
1848,11,218.0,1930.88,1625.9011475000486
1849,5,994.0,1746.53,1758.2991749999771
1850,14,817.0,252.07,1256.086792499973
1851,14,57.0,1555.07,1708.6117899999629
1852,5,581.0,2398.47,1650.3604625000041
1853,5,1012.0,1998.03,1762.879310000021
1854,6,402.0,1847.32,1621.0868175000016
1855,5,598.0,2046.02,1602.2133874999922
1856,6,522.0,1846.9,1562.1025825000077
1857,2,565.0,1354.23,1361.4856649999856
1858,12,475.0,1760.23,1753.2077425000784
1859,10,235.0,1908.0,1594.8495725000666
1860,6,647.0,742.82,1254.9956399999944
1861,3,681.0,417.43,757.9764774999788
1862,12,575.0,225.66,1105.7803225000032
1863,10,704.0,407.08,1121.7850375000294
1864,4,482.0,1632.64,1460.141414999971
1865,6,114.0,202.02,574.3839175000015
1866,3,924.0,1908.7,1537.1252900000077
1867,11,868.0,1119.83,1837.2601474999783
1868,5,1158.0,1243.58,1712.0299949999437
1869,3,207.0,2413.5,1398.7464075000296
1870,7,1049.0,666.36,1446.6734100000092
1871,11,393.0,324.73,934.652975000019
1872,13,152.0,2204.34,1727.3774624999269
1873,13,1080.0,1339.97,2124.679767500029
1874,6,20.0,1553.83,1398.9639599999875
1875,8,867.0,458.73,1187.917522499999
1876,11,821.0,2062.85,1815.909655000041
1877,2,196.0,1253.07,1217.3209250000214
1878,6,178.0,1057.0,1316.8527574999978
1879,6,126.0,1465.52,1489.0470849999708
1880,4,1138.0,1389.01,1578.2504199999958
1881,6,660.0,360.19,967.215012500017
1882,1,962.0,933.13,1189.2468949999927
1883,7,1003.0,2061.37,1845.4523275000065
1884,8,1189.0,828.62,1763.821357500042
1885,7,1150.0,1819.28,1905.0868075000067
1886,1,1071.0,2492.84,1342.6260050000158
1887,7,324.0,2287.77,1620.0620800000013
1888,7,786.0,2434.4,1733.889289999986
1889,6,570.0,1650.91,1613.380304999995
1890,13,746.0,1891.31,1932.5882150000177
1891,14,94.0,1236.9,1688.661090000005
1892,14,819.0,769.01,1583.3740850000504
1893,5,834.0,1426.61,1719.8302725000112
1894,3,315.0,1518.61,1341.0943724999902
1895,11,676.0,1814.38,1827.1977700000418
1896,1,944.0,1843.46,1310.281595000015
1897,6,309.0,1725.42,1590.4660524999872
1898,10,954.0,526.79,1336.280662499993
1899,2,734.0,1928.85,1503.907157499999
1900,2,1183.0,2210.85,1521.3647900000003
1901,3,671.0,1408.73,1484.5851625000066
1902,13,117.0,438.49,901.092617499998
1903,2,895.0,227.1,693.751454999999
1904,5,709.0,2332.09,1706.0041774999906
1905,10,391.0,2360.12,1616.50466499999
1906,2,93.0,1404.2,1217.676740000005
1907,1,306.0,1232.02,1105.0406149999583
1908,11,678.0,181.13,1091.590912500006
1909,8,232.0,1629.16,1532.6478475000406
1910,13,118.0,786.78,1213.6086750000122
1911,2,601.0,345.56,608.8726674999738
1912,3,854.0,28.92,733.9461949999898
1913,8,388.0,2026.62,1614.9125524999797
1914,5,1076.0,1768.72,1701.7363049999797
1915,13,693.0,737.48,1525.927020000019
1916,6,31.0,2433.74,1466.8286949999865
1917,13,1126.0,2130.1,1956.4008675000184
1918,10,1044.0,1778.3,1886.798655000001
